Record ID,Title,Author,Record Type,Editor,Year of publication,Subjects,CategoryNumbers,Language,Place Publisher,Record Action,Record Nature,SPW checked,Published Print,Journal Link,Staff Notes,Dataset
CBB738884546,Challenging the Fake News About Mileva Einstein-Marić and Setting the Record Straight,"ACR_ID ACR608568764 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Naomi Pasachoff || AuthorityID CBA000077579 || AuthorityStatus Active || AuthorityType Person || AuthorityName Pasachoff, Naomi",Essay Review,,2019.0,,"ACR_ID ACR267867475 || ACRStatus Active || ACRType Category || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000131284 || AuthorityStatus Active || AuthorityType Category Division || AuthorityName History of science, general works -- 20th century || ClassificationCode 1-370",English,,,Active (RecordStatusExplanation Inactive by default),TRK056023413: 2021-12-16 21:56:14.337240+00:00,TRK143899096: 2021-12-16 22:11:18.271846+00:00,"AuthorityName Metascience: An International Review Journal for the History, Philosophy and Social Studies of Science || AuthorityID CBA000123514 || AuthorityType Serial Publication || Abbreviation Metascience || ISSN 1467-9981",,"Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"
CBB026821616,"Review of Three Books on Science: Trust, Corporate Influence, and Militarization","ACR_ID ACR469048572 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Sheldon Krimsky || AuthorityID CBA000056098 || AuthorityStatus Active || AuthorityType Person || AuthorityName Krimsky, Sheldon",Essay Review,,2022.0,,,English,,,Active (RecordStatusExplanation Inactive by default),TRK697492322: 2022-11-28 16:47:18.019983+00:00,TRK056119626: 2022-12-13 23:43:58.128046+00:00,"AuthorityName Science, Technology, and Human Values || AuthorityID CBA000124334 || AuthorityType Serial Publication || Abbreviation Sci. Tech. Hum. Val. || ISSN 0162-2439",,"Technology & Culture Bibliography (Bruce Seely, ed.)"
CBB340220354,Harrington’s Time as a Historical Introduction,"ACR_ID ACR130580883 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Samuel Baron || AuthorityID CBA998910285 || AuthorityStatus Active || AuthorityType Person || AuthorityName Baron, Samuel",Essay Review,,2018.0,,ACR_ID ACR861788553 || ACRStatus Active || ACRType Category || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000130304 || AuthorityStatus Active || AuthorityType Category Division || AuthorityName History of philosophy || ClassificationCode 102,English,,,Active (RecordStatusExplanation Inactive by default),TRK909763267: 2021-12-16 21:56:14.650597+00:00,TRK015785454: 2021-12-16 22:11:18.514797+00:00,"AuthorityName Metascience: An International Review Journal for the History, Philosophy and Social Studies of Science || AuthorityID CBA000123514 || AuthorityType Serial Publication || Abbreviation Metascience || ISSN 1467-9981",,"Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"
CBB533055756,Pandemic Histories: Making Meaning or Embedding Bromides?,"ACR_ID ACR811432983 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Anne-Emanuelle Birn || AuthorityID CBA000009384 || AuthorityStatus Active || AuthorityType Person || AuthorityName Birn, Anne-Emanuelle",Essay Review,,2022.0,"ACR_ID ACR887356319 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000116622 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Disease and diseases // ACR_ID ACR763456778 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000116780 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Public understanding of medicine // ACR_ID ACR193575077 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000114251 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Medicine and society // ACR_ID ACR363630099 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000113900 || AuthorityStatus Active || AuthorityType Concept || AuthorityName History of science, as a discipline // ACR_ID ACR781459566 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000120390 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Pandemics",ACR_ID ACR882072984 || ACRStatus Active || ACRType Category || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000130334 || AuthorityStatus Active || AuthorityType Category Division || AuthorityName Public health; nutrition; health || ClassificationCode 152,English,,,Active (RecordStatusExplanation Inactive by default),,,"AuthorityName Centaurus: International Magazine of the History of Mathematics, Science, and Technology || AuthorityID CBA000121959 || AuthorityType Serial Publication || Abbreviation Centaurus || ISSN 0008-8994",,"Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"
CBB543471621,"Review Essay: How to Boost the Payoff from Innovation While Shrinking its Destructive Side Effects.  Review of The power of creative destruction : Economic upheaval and the wealth of nations, by Philippe Aghion;  Céline Antonin;  and Simon Bunel","ACR_ID ACR979651162 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Robert J. Gordon || AuthorityID CBA282767624 || AuthorityStatus Active || AuthorityType Person || AuthorityName Gordon, Robert J. ",Essay Review,,2021.0,,,English,,,Active (RecordStatusExplanation Inactive by default),TRK330412139: 2022-11-22 19:26:05.482044+00:00,TRK914354364: 2022-12-13 23:43:52.240737+00:00,AuthorityName Business History Review || AuthorityID CBA000121884 || AuthorityType Serial Publication || Abbreviation Bus. Hist. Rev. || ISSN 10.1017/S0007680518000533,,"Technology & Culture Bibliography (Bruce Seely, ed.)"
CBB647813082,Science and ethics on a (very) shaky foundation,"ACR_ID ACR799573661 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation John Forge || AuthorityID CBA000032995 || AuthorityStatus Active || AuthorityType Person || AuthorityName Forge, John",Essay Review,,2018.0,,ACR_ID ACR968691772 || ACRStatus Active || ACRType Category || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000130292 || AuthorityStatus Active || AuthorityType Category Division || AuthorityName Science and ethics || ClassificationCode 21,English,,,Active (RecordStatusExplanation Inactive by default),TRK737669180: 2021-12-16 21:56:34.818338+00:00,TRK999668563: 2021-12-16 22:11:28.383564+00:00,"AuthorityName Metascience: An International Review Journal for the History, Philosophy and Social Studies of Science || AuthorityID CBA000123514 || AuthorityType Serial Publication || Abbreviation Metascience || ISSN 1467-9981",,"Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"
CBB519688651,The History of the Brain and Mind Sciences,"ACR_ID ACR967692768 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Alfred Freeborn || AuthorityID CBA710433779 || AuthorityStatus Active || AuthorityType Person || AuthorityName Freeborn, Alfred",Essay Review,,2019.0,ACR_ID ACR035440513 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000113713 || AuthorityStatus Active || AuthorityType Time Period || AuthorityName 21st century // ACR_ID ACR119731822 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000118470 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Historiography // ACR_ID ACR337659689 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000116949 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Interdisciplinary approach to knowledge // ACR_ID ACR877255664 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000116649 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Psychology // ACR_ID ACR988883004 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000116405 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Neurosciences,ACR_ID ACR626237855 || ACRStatus Active || ACRType Category || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000131443 || AuthorityStatus Active || AuthorityType Category Division || AuthorityName Neurosciences -- 21st century || ClassificationCode 136-380,English,,,Active (RecordStatusExplanation Inactive by default),TRK379565910: 2021-12-16 21:55:23.298370+00:00,TRK209481256: 2021-12-16 22:11:08.500355+00:00,AuthorityName History of the Human Sciences || AuthorityID CBA000122668 || AuthorityType Serial Publication || Abbreviation Hist. Hum. Sci. || ISSN 0952-6951,,"Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"
CBB431465842,A New Approach to Philosophy of Science Textbooks,"ACR_ID ACR754920638 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Maarten Franssen || AuthorityID CBA000033658 || AuthorityStatus Active || AuthorityType Person || AuthorityName Franssen, Maarten",Essay Review,,2017.0,,ACR_ID ACR569703090 || ACRStatus Active || ACRType Category || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000130288 || AuthorityStatus Active || AuthorityType Category Division || AuthorityName Philosophy and methods of science || ClassificationCode 10,English,,,Active (RecordStatusExplanation Inactive by default),TRK493117012: 2021-12-16 21:56:46.529142+00:00,TRK544191512: 2021-12-16 22:11:42.660186+00:00,"AuthorityName Metascience: An International Review Journal for the History, Philosophy and Social Studies of Science || AuthorityID CBA000123514 || AuthorityType Serial Publication || Abbreviation Metascience || ISSN 1467-9981",,"Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"
CBB867322306,What if there are laws of nature? Reflections on van Fraassen’s Laws and Symmetry,"ACR_ID ACR226291049 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Stathis Psillos || AuthorityID CBA000082171 || AuthorityStatus Active || AuthorityType Person || AuthorityName Psillos, Stathis",Essay Review,,2019.0,,ACR_ID ACR062501825 || ACRStatus Active || ACRType Category || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000130288 || AuthorityStatus Active || AuthorityType Category Division || AuthorityName Philosophy and methods of science || ClassificationCode 10,English,,,Active (RecordStatusExplanation Inactive by default),TRK695900324: 2021-12-16 21:56:36.423810+00:00,TRK961746063: 2021-12-16 22:11:30.683462+00:00,"AuthorityName Metascience: An International Review Journal for the History, Philosophy and Social Studies of Science || AuthorityID CBA000123514 || AuthorityType Serial Publication || Abbreviation Metascience || ISSN 1467-9981",,"Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"
CBB583523105,Taking Stock of the Metaphysics of Science Debate: Drawing Disciplinary Frontiers,"ACR_ID ACR696746706 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Cristian Soto || AuthorityID CBA013126782 || AuthorityStatus Active || AuthorityType Person || AuthorityName Soto, Cristian",Essay Review,,2017.0,,ACR_ID ACR517159585 || ACRStatus Active || ACRType Category || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000130288 || AuthorityStatus Active || AuthorityType Category Division || AuthorityName Philosophy and methods of science || ClassificationCode 10,English,,,Active (RecordStatusExplanation Inactive by default),TRK618573044: 2021-12-16 21:56:58.073517+00:00,TRK085359251: 2021-12-16 22:11:49.624577+00:00,"AuthorityName Metascience: An International Review Journal for the History, Philosophy and Social Studies of Science || AuthorityID CBA000123514 || AuthorityType Serial Publication || Abbreviation Metascience || ISSN 1467-9981",,"Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"
CBB556780688,A Reassessment of Civilization,"ACR_ID ACR776969610 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation George Gale || AuthorityID CBA000035000 || AuthorityStatus Active || AuthorityType Person || AuthorityName Gale, George",Essay Review,,2018.0,,"ACR_ID ACR334461263 || ACRStatus Active || ACRType Category || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000130325 || AuthorityStatus Active || AuthorityType Category Division || AuthorityName Social sciences, general works || ClassificationCode 140",English,,,Active (RecordStatusExplanation Inactive by default),TRK542690345: 2021-12-16 21:56:54.912332+00:00,TRK843172529: 2021-12-16 22:11:47.500034+00:00,"AuthorityName Metascience: An International Review Journal for the History, Philosophy and Social Studies of Science || AuthorityID CBA000123514 || AuthorityType Serial Publication || Abbreviation Metascience || ISSN 1467-9981",,"Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"
CBB691215324,Placing Universal Grammar on the Agenda of Evolutionary Linguistics?,"ACR_ID ACR026395939 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Nathalie Gontier || AuthorityID CBA369140584 || AuthorityStatus Active || AuthorityType Person || AuthorityName Gontier, Nathalie",Essay Review,,2017.0,,ACR_ID ACR903453210 || ACRStatus Active || ACRType Category || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000130329 || AuthorityStatus Active || AuthorityType Category Division || AuthorityName Linguistics || ClassificationCode 144,English,,,Active (RecordStatusExplanation Inactive by default),TRK152443057: 2021-12-16 21:56:49.754442+00:00,TRK506733673: 2021-12-16 22:11:45.538823+00:00,"AuthorityName Metascience: An International Review Journal for the History, Philosophy and Social Studies of Science || AuthorityID CBA000123514 || AuthorityType Serial Publication || Abbreviation Metascience || ISSN 1467-9981",,"Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"
CBB555699226,Text and Context in the History of Medieval Thought,"ACR_ID ACR061376679 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Stephen H. Rigby || AuthorityID CBA728116631 || AuthorityStatus Active || AuthorityType Person || AuthorityName Rigby, Stephen H.",Essay Review,,2017.0,,ACR_ID ACR233817115 || ACRStatus Active || ACRType Category || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000131011 || AuthorityStatus Active || AuthorityType Category Division || AuthorityName History of philosophy -- Medieval Western European contexts || ClassificationCode 102-320,English,,,Active (RecordStatusExplanation Inactive by default),TRK515522435: 2021-12-16 21:56:40.090963+00:00,TRK177122246: 2021-12-16 22:11:36.678643+00:00,"AuthorityName Metascience: An International Review Journal for the History, Philosophy and Social Studies of Science || AuthorityID CBA000123514 || AuthorityType Serial Publication || Abbreviation Metascience || ISSN 1467-9981",,"Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"
CBB140842213,On the Couch with Freud and Kuhn,"ACR_ID ACR437329010 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation George Reisch || AuthorityID CBA000084309 || AuthorityStatus Active || AuthorityType Person || AuthorityName Reisch, George A.",Essay Review,,2018.0,,"ACR_ID ACR561329314 || ACRStatus Active || ACRType Category || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000131385 || AuthorityStatus Active || AuthorityType Category Division || AuthorityName Psychology; comparative psychology -- 20th century, late, and 21st century || ClassificationCode 137-375",English,,,Active (RecordStatusExplanation Inactive by default),TRK600154896: 2021-12-16 21:57:01.442155+00:00,TRK329065203: 2021-12-16 22:11:54.003296+00:00,"AuthorityName Metascience: An International Review Journal for the History, Philosophy and Social Studies of Science || AuthorityID CBA000123514 || AuthorityType Serial Publication || Abbreviation Metascience || ISSN 1467-9981",,"Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"
